%x,%y,%theta,%label
1.225780000000000092e+00,-2.593000000000000166e-02,-2.713647569617067684e-02,0.000000000000000000e+00
1.225780000000000092e+00,-2.593000000000000166e-02,-2.713647569617067684e-02,0.000000000000000000e+00
1.238129999999999953e+00,-2.616999999999999882e-02,-2.736568925392397073e-02,0.000000000000000000e+00
1.249619999999999953e+00,-2.722000000000000114e-02,-2.837514771137548963e-02,0.000000000000000000e+00
1.249619999999999953e+00,-2.722000000000000114e-02,-2.837514771137548963e-02,0.000000000000000000e+00
1.264410000000000034e+00,-2.952000000000000110e-02,-3.095834415632322395e-02,0.000000000000000000e+00
1.265560000000000018e+00,-2.970000000000000070e-02,-3.116127512148952200e-02,0.000000000000000000e+00
1.280820000000000070e+00,-3.054000000000000117e-02,-3.368390639484193649e-02,0.000000000000000000e+00
1.299339999999999939e+00,-2.997999999999999970e-02,-3.264797103034185188e-02,0.000000000000000000e+00
1.299339999999999939e+00,-2.997999999999999970e-02,-3.264797103034185188e-02,0.000000000000000000e+00
1.321120000000000072e+00,-3.065999999999999975e-02,-3.558560365470253561e-02,0.000000000000000000e+00
1.328100000000000058e+00,-3.196999999999999842e-02,-3.349243822978396207e-02,0.000000000000000000e+00
1.328100000000000058e+00,-3.196999999999999842e-02,-3.349243822978396207e-02,0.000000000000000000e+00
1.338989999999999903e+00,-3.287999999999999950e-02,-3.609201971536597081e-02,0.000000000000000000e+00
1.338989999999999903e+00,-3.287999999999999950e-02,-3.609201971536597081e-02,0.000000000000000000e+00
1.356419999999999959e+00,-3.361999999999999711e-02,-3.417599058136637502e-02,0.000000000000000000e+00
1.373860000000000081e+00,-3.352000000000000118e-02,-3.385613388929811091e-02,0.000000000000000000e+00
1.373860000000000081e+00,-3.352000000000000118e-02,-3.385613388929811091e-02,0.000000000000000000e+00
1.386079999999999979e+00,-3.355999999999999955e-02,-3.434402942825780930e-02,0.000000000000000000e+00
1.386079999999999979e+00,-3.355999999999999955e-02,-3.434402942825780930e-02,0.000000000000000000e+00
1.403259999999999952e+00,-3.459999999999999881e-02,-3.499309011334168079e-02,0.000000000000000000e+00
1.404430000000000067e+00,-3.468000000000000249e-02,-3.503662632319106546e-02,0.000000000000000000e+00
1.421319999999999917e+00,-3.538999999999999785e-02,-3.284341732910959349e-02,0.000000000000000000e+00
1.433850000000000069e+00,-3.540000000000000091e-02,-3.304524652727007517e-02,0.000000000000000000e+00
1.433850000000000069e+00,-3.540000000000000091e-02,-3.304524652727007517e-02,0.000000000000000000e+00
1.451689999999999925e+00,-3.599000000000000116e-02,-3.058712750728716581e-02,0.000000000000000000e+00
1.464439999999999964e+00,-3.679000000000000326e-02,-3.094525039848212283e-02,0.000000000000000000e+00
1.464439999999999964e+00,-3.679000000000000326e-02,-3.094525039848212283e-02,0.000000000000000000e+00
1.482159999999999922e+00,-3.828000000000000153e-02,-3.156960691804288482e-02,0.000000000000000000e+00
1.483570000000000055e+00,-3.839999999999999664e-02,-3.161856344308097699e-02,0.000000000000000000e+00
1.494550000000000045e+00,-3.935000000000000303e-02,-3.489567487001265372e-02,0.000000000000000000e+00
1.506709999999999994e+00,-3.955000000000000182e-02,-3.566429064124200521e-02,0.000000000000000000e+00
1.506709999999999994e+00,-3.955000000000000182e-02,-3.566429064124200521e-02,0.000000000000000000e+00
1.530589999999999895e+00,-4.089999999999999886e-02,-3.566775686541458906e-02,0.000000000000000000e+00
1.543879999999999919e+00,-4.114000000000000296e-02,-3.655054320618345010e-02,0.000000000000000000e+00
1.543879999999999919e+00,-4.114000000000000296e-02,-3.655054320618345010e-02,0.000000000000000000e+00
1.550380000000000091e+00,-4.032000000000000167e-02,-3.739687744969764915e-02,0.000000000000000000e+00
1.550380000000000091e+00,-4.032000000000000167e-02,-3.739687744969764915e-02,0.000000000000000000e+00
1.562240000000000073e+00,-4.078999999999999987e-02,-3.726762717606182246e-02,0.000000000000000000e+00
1.574650000000000105e+00,-4.141000000000000236e-02,-3.778951913619842118e-02,0.000000000000000000e+00
1.574650000000000105e+00,-4.141000000000000236e-02,-3.778951913619842118e-02,0.000000000000000000e+00
1.586920000000000108e+00,-4.164999999999999952e-02,-3.801150895132890395e-02,0.000000000000000000e+00
1.586920000000000108e+00,-4.164999999999999952e-02,-3.801150895132890395e-02,0.000000000000000000e+00
1.611629999999999896e+00,-4.214999999999999997e-02,-3.825808666911088146e-02,0.000000000000000000e+00
1.625299999999999967e+00,-4.236000000000000182e-02,-3.596439332011064360e-02,0.000000000000000000e+00
1.625299999999999967e+00,-4.236000000000000182e-02,-3.596439332011064360e-02,0.000000000000000000e+00
1.637659999999999894e+00,-4.299000000000000044e-02,-3.883575113827328340e-02,0.000000000000000000e+00
1.637659999999999894e+00,-4.299000000000000044e-02,-3.883575113827328340e-02,0.000000000000000000e+00
1.656879999999999908e+00,-4.372000000000000192e-02,-3.672343150249406801e-02,0.000000000000000000e+00
1.670269999999999921e+00,-4.399000000000000132e-02,-3.707959485469531496e-02,0.000000000000000000e+00
1.670269999999999921e+00,-4.399000000000000132e-02,-3.707959485469531496e-02,0.000000000000000000e+00
1.682970000000000077e+00,-4.460999999999999688e-02,-3.729876788452428371e-02,0.000000000000000000e+00
1.683880000000000043e+00,-4.465999999999999831e-02,-3.731220595757336889e-02,0.000000000000000000e+00
1.702369999999999939e+00,-4.583999999999999880e-02,-3.516242528759542380e-02,0.000000000000000000e+00
1.716080000000000050e+00,-4.710000000000000298e-02,-3.528380933752659626e-02,0.000000000000000000e+00
1.716080000000000050e+00,-4.710000000000000298e-02,-3.528380933752659626e-02,0.000000000000000000e+00
1.735349999999999948e+00,-4.825999999999999734e-02,-3.900175572615202646e-02,0.000000000000000000e+00
1.736779999999999990e+00,-4.834999999999999715e-02,-3.929010916843603957e-02,0.000000000000000000e+00
1.748660000000000103e+00,-4.875999999999999779e-02,-4.180710423481393684e-02,0.000000000000000000e+00
1.761649999999999938e+00,-4.963000000000000050e-02,-4.342660893424563073e-02,0.000000000000000000e+00
1.761649999999999938e+00,-4.963000000000000050e-02,-4.342660893424563073e-02,0.000000000000000000e+00
1.774710000000000010e+00,-5.027000000000000218e-02,-4.382812790013095733e-02,0.000000000000000000e+00
1.775549999999999962e+00,-5.031000000000000055e-02,-4.384792555721059304e-02,0.000000000000000000e+00
1.787619999999999987e+00,-5.088999999999999774e-02,-4.487161461721914796e-02,0.000000000000000000e+00
1.815509999999999957e+00,-5.270999999999999991e-02,-4.177904373481060307e-02,0.000000000000000000e+00
1.815509999999999957e+00,-5.270999999999999991e-02,-4.177904373481060307e-02,0.000000000000000000e+00
1.829620000000000024e+00,-5.287000000000000033e-02,-4.208803490583316181e-02,0.000000000000000000e+00
1.830600000000000005e+00,-5.288000000000000339e-02,-4.213050474006710400e-02,0.000000000000000000e+00
1.842840000000000034e+00,-5.306999999999999912e-02,-4.259678049578177056e-02,0.000000000000000000e+00
1.848340000000000094e+00,-5.296000000000000013e-02,-4.289516292580515533e-02,0.000000000000000000e+00
1.848340000000000094e+00,-5.296000000000000013e-02,-4.289516292580515533e-02,0.000000000000000000e+00
1.867629999999999901e+00,-5.412000000000000144e-02,-3.954174674033573977e-02,0.000000000000000000e+00
1.869110000000000049e+00,-5.419999999999999818e-02,-3.928101796697153203e-02,0.000000000000000000e+00
1.871960000000000068e+00,-5.403999999999999776e-02,-4.276190297002090829e-02,0.000000000000000000e+00
1.890109999999999957e+00,-5.505000000000000171e-02,-4.397462435258672753e-02,0.000000000000000000e+00
1.890109999999999957e+00,-5.505000000000000171e-02,-4.397462435258672753e-02,0.000000000000000000e+00
1.894840000000000080e+00,-5.541000000000000092e-02,-4.113703241172559505e-02,0.000000000000000000e+00
1.904749999999999943e+00,-5.618000000000000077e-02,-4.089066396100914103e-02,0.000000000000000000e+00
1.904749999999999943e+00,-5.618000000000000077e-02,-4.089066396100914103e-02,0.000000000000000000e+00
1.907270000000000021e+00,-5.623999999999999833e-02,-4.404710770347364940e-02,0.000000000000000000e+00
1.907270000000000021e+00,-5.623999999999999833e-02,-4.404710770347364940e-02,0.000000000000000000e+00
1.909839999999999982e+00,-5.623000000000000220e-02,-4.184485144242083843e-02,0.000000000000000000e+00
1.918179999999999996e+00,-5.693000000000000144e-02,-4.445695813157338888e-02,0.000000000000000000e+00
1.918179999999999996e+00,-5.693000000000000144e-02,-4.445695813157338888e-02,0.000000000000000000e+00
1.920520000000000005e+00,-5.723000000000000309e-02,-4.218266717070143224e-02,0.000000000000000000e+00
1.920670000000000099e+00,-5.725000000000000228e-02,-4.196012461350191736e-02,0.000000000000000000e+00
1.920690000000000008e+00,-5.732999999999999902e-02,-4.451705310901253598e-02,0.000000000000000000e+00
1.936250000000000027e+00,-5.840999999999999664e-02,-4.490438684846713435e-02,0.000000000000000000e+00
1.936250000000000027e+00,-5.840999999999999664e-02,-4.490438684846713435e-02,0.000000000000000000e+00
1.930010000000000003e+00,-5.782000000000000334e-02,-4.461002345512533884e-02,0.000000000000000000e+00
1.921459999999999946e+00,-5.736999999999999739e-02,-4.510285858010329441e-02,0.000000000000000000e+00
1.921459999999999946e+00,-5.736999999999999739e-02,-4.510285858010329441e-02,0.000000000000000000e+00
1.920639999999999903e+00,-5.738000000000000045e-02,-4.478328756253852072e-02,0.000000000000000000e+00
1.920639999999999903e+00,-5.738000000000000045e-02,-4.478328756253852072e-02,0.000000000000000000e+00
1.920460000000000056e+00,-5.741000000000000270e-02,-4.476182438956689824e-02,0.000000000000000000e+00
1.920439999999999925e+00,-5.741000000000000270e-02,-4.476260378204589135e-02,0.000000000000000000e+00
1.920439999999999925e+00,-5.738999999999999657e-02,-4.513498621839318048e-02,0.000000000000000000e+00
1.927510000000000057e+00,-5.766999999999999904e-02,-4.793686007603787519e-02,0.000000000000000000e+00
1.927510000000000057e+00,-5.766999999999999904e-02,-4.793686007603787519e-02,0.000000000000000000e+00
1.928739999999999899e+00,-5.781000000000000028e-02,-4.527054309617952604e-02,0.000000000000000000e+00
1.928800000000000070e+00,-5.782000000000000334e-02,-4.501953982699779394e-02,0.000000000000000000e+00
1.928800000000000070e+00,-5.782000000000000334e-02,-4.501953982699779394e-02,0.000000000000000000e+00
1.921189999999999953e+00,-5.741999999999999882e-02,-4.515420534121201285e-02,0.000000000000000000e+00
1.921189999999999953e+00,-5.741999999999999882e-02,-4.515420534121201285e-02,0.000000000000000000e+00
1.927959999999999896e+00,-5.766000000000000292e-02,-4.510269386128214902e-02,0.000000000000000000e+00
1.921319999999999917e+00,-5.741000000000000270e-02,-4.515928817599140083e-02,0.000000000000000000e+00
1.921319999999999917e+00,-5.741000000000000270e-02,-4.515928817599140083e-02,0.000000000000000000e+00
1.920609999999999928e+00,-5.738000000000000045e-02,-4.478579290526324419e-02,0.000000000000000000e+00
1.920609999999999928e+00,-5.738000000000000045e-02,-4.478579290526324419e-02,0.000000000000000000e+00
1.920609999999999928e+00,-5.738000000000000045e-02,-4.478579290526324419e-02,0.000000000000000000e+00
1.920619999999999994e+00,-5.738000000000000045e-02,-4.475276175570174625e-02,0.000000000000000000e+00
1.928080000000000016e+00,-5.763999999999999679e-02,-4.468402164993554027e-02,0.000000000000000000e+00
1.921259999999999968e+00,-5.711000000000000104e-02,-4.468236669921207133e-02,0.000000000000000000e+00
1.921259999999999968e+00,-5.711000000000000104e-02,-4.468236669921207133e-02,0.000000000000000000e+00
6.199999999999999999e-04,-1.100000000000000039e-04,0.000000000000000000e+00,0.000000000000000000e+00
6.199999999999999999e-04,-1.100000000000000039e-04,0.000000000000000000e+00,0.000000000000000000e+00
7.699999999999999597e-04,-2.000000000000000164e-05,-1.682976368395809174e-03,0.000000000000000000e+00
7.799999999999999859e-04,-2.000000000000000164e-05,-1.806659985517427604e-03,0.000000000000000000e+00
6.400000000000000524e-04,4.000000000000000327e-05,-3.976461476583083581e-04,0.000000000000000000e+00
4.200000000000000174e-04,-5.000000000000000240e-05,-6.955970351987708199e-05,0.000000000000000000e+00
4.200000000000000174e-04,-5.000000000000000240e-05,-6.955970351987708199e-05,0.000000000000000000e+00
2.919999999999999853e-03,-4.600000000000000139e-04,-3.401105912566316754e-04,0.000000000000000000e+00
2.919999999999999853e-03,-4.600000000000000139e-04,-3.401105912566316754e-04,0.000000000000000000e+00
